work_province,work_dedication,work_contract_type,salary_monthly_BRUTO,salary_monthly_NETO,salary_in_usd,salary_last_dollar_value,salary_has_bonus,salary_bonus_tied_to,salary_inflation_adjustment,salary_percentage_inflation_adjustment,salary_month_last_inflation_adjustment,salary_comparison_last_semester,salary_benefit,salary_satisfaction,work_looking_for_job,profile_various_jobs,company_main_activity,profile_years_experience,work_years_in_company,work_years_in_current_position,work_people_in_charge_of,tools_platform,tools_programming_languages,tools_frameworks,tools_data_bases,tools_qa_testing,company_employee_number,work_work_modality,company_days_in_the_office,salary_inflation_policy,company_reduction_of_employees,company_recommended,tools_copilotchatgpt,vibe_coding,tools_ide_ia,algo_que_quieras_decir_sobre_tu_trabajo,salir_o_seguir_contestando,profile_studies_level,profile_studies_level_state,profile_career,profile_university,salir_o_seguir_contestando_sobre_las_guardias,company_max_interview,company_best_interview,profile_prefered_challenges,profile_hours_per_day,company_selection_process,salir_o_seguir_contestando_sobre_las_guardias1,work_on_call_duty,salary_on_call_duty_charge,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,profile_age,profile_gender,profile_previous_survey,company_best_companies,sueldo_dolarizado,work_seniority,_sal
Santa Fe,Full-Time,Staff (planta permanente),5500000.0,4600000.0,,,De uno a tres sueldos,Performance individual,Tres,12.0,Enero,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Licencia por nacimiento extendida, Viáticos",2,"No, pero escucho ofertas.",,Sales / Pre-Sales,35,30,10,8,"Google Cloud Platform, SAP, VMWare",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),2,"si, tratando de acompañar la inflación",Sí,7,4,Vibequé?,,,Responder sobre mis estudios,Posgrado/Especialización,Completo,Ingeniería Electrónica,UNR - Universidad Nacional de Rosario,Terminar encuesta,,,,,,,,,,,59,Hombre Cis,No,"Globant, Fortinet",False,Senior,5500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,2400000.0,2200000.0,,,No,No recibo bono,Uno,10.0,Noviembre,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",3,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,UX Researcher,5,0,3,0,"Firebase, Windows Server",R,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),2,,Sí,7,4,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,35,Mujer Cis,Sí,,False,Semi-Senior,2400000.0
Neuquén,Full-Time,Staff (planta permanente),5729195.0,3624049.0,,,No,No recibo bono,Tres,12.5,Enero,2,"Capacitaciones y/o cursos, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",2,"No, pero escucho ofertas.",,SysAdmin / DevOps / SRE,18,10,10,0,"Azure, Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),3,"Solo las que aplican por inflacion, la empresa no premia a empleados por rendimiento.",No,9,4,Vibequé?,,,Responder sobre guardias,Universitario,Completo,Analista de Computación,UNCOMA - Universidad Nacional del Comahu,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a",Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,46,Hombre Cis,Sí,Mercado Libre,False,Senior,5729195.0
Buenos Aires,Full-Time,Staff (planta permanente),3000000.0,,,,De uno a tres sueldos,Performance de la compañía,Dos,7.0,Diciembre,3,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, estoy muy conforme.",,Technical Leader,12,8,8,2,"Azure, SAP, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,Híbrido (presencial y remoto),1,si,Sí,10,5,Llegó para quedarse,,,Terminar encuesta,,,,,,,,,,,,,,,,35,Hombre Cis,Sí,MELI,False,Senior,3000000.0
Tucumán,Full-Time,Contractor,1800000.0,1120000.0,,,No,No recibo bono,Uno,1.0,Noviembre,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,Developer,4,1,4,0,"Azure, Docker, Linux, SAP, VMWare, Windows Server",".NET, Bash/Shell, C, HTML, Javascript, Python, SQL, TypeScript",".NET Core, Angular, Bootstrap, Next.js, Node.js, React.js, SwiftUI, Vue.js","MongoDB, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),4,"No, no se realizaron ajustes ni compensaciónes",Sí,6,4,Llegó para quedarse,Visual studio code,,Terminar encuesta,,,,,,,,,,,,,,,,33,Hombre Cis,No,Globant,False,Semi-Senior,1800000.0
Buenos Aires,Full-Time,Freelance,415000.0,415000.0,,,No,No recibo bono,No,0.0,Septiembre,1,Horarios flexibles,1,"Sí, estoy buscando activamente.",,Designer,2,2,2,0,"Figma, Google Slides, Photoshop , Illustrator",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,No,Sí,0,3,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,33,Mujer Cis,No,,False,Junior,415000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3400000.0,2800000.0,,,No,No recibo bono,Dos,20.0,Enero,2,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",2,"No, pero escucho ofertas.",,Developer,2,2,2,0,"Linux, Nix","Elixir, Javascript, SQL, TypeScript","Node.js, React.js, Phoenix",PostgreSQL,Playwright,De 51 a 100 personas,Híbrido (presencial y remoto),4,,Sí,6,5,Llegó para quedarse,No,,Responder sobre guardias,Universitario,Completo,Ingeniería en Informática,UBA - Universidad de Buenos Aires,Responder sobre entrevistas técnicas,Entre 2 y 4,"HR, Técnica - Coding, Técnica - Diseño & Arquitectura, Manager directo/a","Sincrónicos, prefiero el desafío en tiempo real",Menos de 2 horas,,Terminar encuesta,No,0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,27,Hombre Cis,Sí,,False,Junior,3400000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1784197.0,1480833.51,,,No,No recibo bono,Uno,8.0,Octubre,2,Abono de celular,2,"No, pero escucho ofertas.",,Developer,7,5,2,0,"Amazon Web Services, Windows Server","C#, CSS, HTML, Javascript, SQL, TypeScript","Bootstrap, jQuery, Node.js, React.js","Microsoft SQL Server, MongoDB",Postman,De 201 a 500 personas,100% remoto,0,aumento segun acuerdo de comercio,No sé,7,5,Vibequé?,VSCode con Copilot,,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,,Responder sobre entrevistas técnicas,Entre 2 y 4,"Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres, Sincrónicos, prefiero el desafío en tiempo real",Menos de 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,32,Mujer Cis,Sí,,False,Senior,1784197.0
Buenos Aires,Full-Time,Staff (planta permanente),5600000.0,6000000.0,,,3+ sueldos,Performance individual,No,0.0,No tuve,1,"Descuento en gimnasios / Clases de gimnasia online, Estacionamiento gratuito / subvencionado",2,"Sí, estoy buscando activamente.",Tengo dos trabajos full time,Developer,9,1,1,0,"Amazon Web Services, Docker, Kubernetes, Linux","Bash/Shell, CSS, HTML, Java, Javascript, Kotlin, PHP, Python, Scala, SQL, TypeScript","Django, Next.js, Node.js, React.js, Spring","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, MySQL, PostgreSQL","Jest, JUnit",De 51 a 100 personas,Híbrido (presencial y remoto),1,,No,6,4,Hype,Intellij,,Responder sobre guardias,,,,,,,,,,,,No,0.0,Bruto,Terminar encuesta,29,Hombre Cis,Sí,Salesforce,False,Senior,5600000.0
Buenos Aires,Full-Time,Staff (planta permanente),2800000.0,2300000.0,,,Un sueldo,Mix de las anteriores,Uno,8.0,Noviembre,1,"Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Functional Analyst,3,3,2,0,"Amazon Web Services, Azure, Google Cloud Platform, Linux, Windows Server","Bash/Shell, VBA",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,De 201 a 500 personas,100% presencial,0,Aumentos por debajo de la inflacion cada tiempo,Sí,1,5,Hype,No,No,Terminar encuesta,,,,,,,,,,,,,,,,26,Hombre Cis,No,Ninguna,False,Semi-Senior,2800000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3790000.0,,,,No,No recibo bono,Uno,5.0,Octubre,2,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",3,"No, pero escucho ofertas.",,Developer,12,3,0,0,Docker,"CSS, HTML, Javascript, TypeScript","Angular, Bootstrap, React",Ninguna de las anteriores,Jest,De 201 a 500 personas,100% remoto,0,,No sé,8,4,Llegó para quedarse,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,32,Hombre Cis,No,,False,Senior,3790000.0
Neuquén,Full-Time,Staff (planta permanente),2159907.88,1886760.0,,,Menos de un sueldo,Votado por decisión colectiva,Uno,1.5,Noviembre,2,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",,Technical Support,3,3,3,0,Linux,"Arduino, Bash/Shell, C++, CSS, Javascript, PHP, SQL",Ninguno de los anteriores,"MariaDB, MySQL, PostgreSQL",Ninguna de las anteriores,De 501 a 1000 personas,100% presencial,5,,No sé,5,1,Hype,,,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Ciencias de la Computación,UNCOMA - Universidad Nacional del Comahu,Responder sobre guardias,,,,,,,"Sí, pasiva",642419.67,Bruto,Terminar encuesta,32,Hombre Cis,No,,False,Semi-Senior,2159907.88
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2400000.0,2100000.0,,,No,No recibo bono,Uno,1.0,Octubre,1,"Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",,Developer,5,5,5,0,Azure,".NET, SQL",".NET Core, Angular, Node.js, React.js","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Ajustes por debajo de al inflación,No,2,5,Llegó para quedarse,Visual code y antigravity,,Terminar encuesta,,,,,,,,,,,,,,,,32,Hombre Cis,Sí,,False,Semi-Senior,2400000.0
Neuquén,Part-Time,Staff (planta permanente),7000000.0,3500000.0,,,No,No recibo bono,Más de tres,12.0,Enero,3,Ninguna de las anteriores,3,"No, pero escucho ofertas.",,Technical Leader,21,21,6,6,"Azure, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 1001 a 2000 personas,Híbrido (presencial y remoto),4,no,No,7,2,Vibequé?,no,Responsable de Microinformatica,Responder sobre guardias,Universitario,Completo,Analista Universitario de Sistemas,USAL - Universidad del Salvador,Responder sobre entrevistas técnicas,Entre 2 y 4,Técnica - Coding,"Sincrónicos, prefiero el desafío en tiempo real",Menos de 2 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,"Sí, pasiva",0.0,Bruto,Responder sobre mis estudios,49,Hombre Cis,Sí,no hay,False,Senior,7000000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,9300000.0,9000000.0,,,No,No recibo bono,Uno,13.0,Enero,2,Ninguna de las anteriores,4,"No, pero escucho ofertas.",,Scrum Master,15,2,4,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,75% de la inflación IPC,Sí,7,4,Vibequé?,,,Responder sobre mis estudios,Universitario,Completo,Licenciatura en Ciencia Política,UBA - Universidad de Buenos Aires,Terminar encuesta,,,,,,,,,,,41,Hombre Cis,Sí,,False,Senior,9300000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3417000.0,2770000.0,,,No,Performance grupal,No,0.0,Septiembre,2,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Developer,6,1,1,0,"Docker, Linux","Java, SQL, TypeScript","Angular, Spring","MongoDB, MySQL","JUnit, Postman",De 201 a 500 personas,Híbrido (presencial y remoto),3,No,No sé,5,4,Llegó para quedarse,Antigravity,,Terminar encuesta,,,,,,,,,,,,,,,,40,Hombre Cis,No,,False,Senior,3417000.0
Santa Fe,Full-Time,Staff (planta permanente),10127000.0,9377500.0,,,De uno a tres sueldos,Performance de la compañía,Dos,12.6,Diciembre,3,"Abono de celular, Capacitaciones y/o cursos",3,"No, pero escucho ofertas.",,Manager / Director,25,19,4,11,"Amazon Web Services, Azure, Google Cloud Platform, Kubernetes, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% presencial,0,Ajustes trimestrales por Coeficiente de Variación Salarial (INDEC),No,10,1,Llegó para quedarse,no,,Responder sobre guardias,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Responder sobre entrevistas técnicas,Hasta 2,Manager directo/a,Analizar un caso offline y discutirlo en vivo con el/la entrevistador/a,Menos de 2 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Terminar encuesta,"Sí, pasiva",0.0,Neto,Responder sobre mis estudios,50,Hombre Cis,Sí,,False,Senior,10127000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,7667877.0,5815668.0,,,No,No recibo bono,Tres,14.7,Agosto,3,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Product Owner,7,5,4,8,Amazon Web Services,Ninguno de los anteriores,Ninguno de los anteriores,Amazon DynamoDB,Ninguna de las anteriores,Más de 10000 personas,100% remoto,0,No,No,9,4,Llegó para quedarse,,,Terminar encuesta,,,,,,,,,,,,,,,,34,Mujer Cis,Sí,,False,Senior,7667877.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2270000.0,1830000.0,,,Menos de un sueldo,Performance individual,Tres,7.0,Diciembre,3,Horarios flexibles,3,"No, pero escucho ofertas.",,Developer,17,16,16,0,Windows Server,"Delphi, Java, SQL","Angular, Bootstrap, Hibernate, Spring","Oracle, PostgreSQL",Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,Ajustes por inflación,No,0,2,Vibequé?,No,,Terminar encuesta,,,,,,,,,,,,,,,,38,Hombre Cis,Sí,,False,Senior,2270000.0
Buenos Aires,Full-Time,Staff (planta permanente),1582400.0,1313400.0,,,No,No recibo bono,Uno,22.0,Septiembre,3,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"Sí, estoy buscando activamente.",,QA / Tester,4,4,4,0,Ninguna de las anteriores,"SQL, TypeScript",Ninguno de los anteriores,Microsoft SQL Server,Playwright,De 11  a 50  personas,100% remoto,0,,Sí,7,3,Hype,Cursor,,Terminar encuesta,,,,,,,,,,,,,,,,37,Hombre Cis,Sí,,False,Semi-Senior,1582400.0
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,1500000.0,1500000.0,,,No,No recibo bono,No,0.0,No tuve,2,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",,Developer,1,1,1,0,Linux,TypeScript,React.js,MySQL,Vitest,De 2 a 10 personas,100% remoto,0,no,Sí,3,5,Hype,,,Terminar encuesta,,,,,,,,,,,,,,,,45,Hombre Cis,No,,False,Junior,1500000.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),5000000.0,3200000.0,,,Un sueldo,Performance individual,Uno,10.0,Octubre,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Stock options / RSUs, Sueldo dividido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)",4,"Sí, estoy buscando activamente.",,Developer,3,1,1,0,"Amazon Web Services, Docker, Kubernetes","Go, Java, TypeScript",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 501 a 1000 personas,Híbrido (presencial y remoto),1,Si,Sí,7,5,Llegó para quedarse,Claude,,Responder sobre entrevistas técnicas,,,,,,Entre 2 y 4,"HR, Técnica - Coding, Manager directo/a","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 2 horas,"Aunque me interese, no quiero invertir mucho tiempo en pruebas técnicas.",Terminar encuesta,,,,,29,Mujer Cis,Sí,,False,Semi-Senior,5000000.0
Buenos Aires,Full-Time,Staff (planta permanente),2221120.0,1843000.0,,,No,No recibo bono,Uno,5.0,Octubre,1,"Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",1,"Sí, estoy buscando activamente.",,Designer,4,2,4,0,"Google Cloud Platform, Figma",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 2 a 10 personas,100% remoto,0,"No, solamente se ajusta por inflación cada cuatro meses. La ultima vez que converse para que me aumentaran el sueldo, fue en Febrero del 2025 y ahí quedó.",Sí,3,3,Vibequé?,"Yo no, los devs si.",,Responder sobre mis estudios,Universitario,Completo,Diseño Gráfico,UP - Universidad de Palermo,Responder sobre entrevistas técnicas,Entre 2 y 4,Manager directo/a,"Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 8 horas,"Si me interesa la empresa, invierto todo el tiempo que haga falta.",Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,32,Mujer Cis,No,"En mi ciudad, en estos momentos, no sé si hay buenos lugares. Es decir, lo más atractivo se encuentra en el exterior, empresas que pagan en USD por un trabajo full-time. Incluso desde mi experiencia en la cual he trabajado en un banco por muchos años, hoy en día ya no es un lugar rentable para poder trabajar. Los sueldos están bastante golpeados en Argentina.",False,Semi-Senior,2221120.0
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),3900000.0,4690000.0,,,De uno a tres sueldos,Mix de las anteriores,Dos,10.0,Enero,3,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",,Manager / Director,30,25,1,500,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Serverless",Python,"Akka, Flutter, GitHub","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","JUnit, Postman",De 501 a 1000 personas,Híbrido (presencial y remoto),2,Si. Aumentos según encuestas de mercado de WTW.,Sí,10,5,Hype,VSC,Lo disfruto.,Terminar encuesta,,,,,,,,,,,,,,,,57,Hombre Cis,Sí,"Baufest, 10 Pines ",False,Senior,3900000.0
Buenos Aires,Full-Time,Staff (planta permanente),3398246.0,2510463.0,,,No,No recibo bono,Dos,6.0,Diciembre,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",,Developer,5,2,2,0,"Amazon Web Services, Firebase","Javascript, TypeScript",React.js,Ninguna de las anteriores,Jest,De 101 a 200 personas,100% remoto,0,"Por inflación, cada 3 meses",No,8,3,Vibequé?,Cursor,"Buen lugar para trabajar dependiendo de que proyecto te toque pienso yo, pero es como en todos lados y lo que esperas aveces de una consultora, la calidad humana es muy buena y siempre hay alguien q te ayude en lo q necesesites ",Terminar encuesta,,,,,,,,,,,,,,,,22,Hombre Cis,No,,False,Semi-Senior,3398246.0
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),1600000.0,1300000.0,,,No,No recibo bono,Uno,9.0,Septiembre,1,Capacitaciones y/o cursos,1,"Sí, estoy buscando activamente.",,Recruiter,5,3,3,0,"Recruitee, linkedin, paquete office",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,Híbrido (presencial y remoto),1,,Sí,3,5,Vibequé?,,,Terminar encuesta,,,,,,,,,,,,,,,,31,Mujer Cis,Sí,,False,Semi-Senior,1600000.0
Tucumán,Full-Time,Staff (planta permanente),2600000.0,2200000.0,,,No,No recibo bono,Dos,9.0,Octubre,2,Abono de Internet,1,"Sí, estoy buscando activamente.",,Developer,8,3,3,0,Ninguna de las anteriores,PowerScript,PowerBuilder,Sybase,Postman,Más de 10000 personas,100% remoto,0,Por inflacion,No,2,2,Vibequé?,No,Nada,Responder sobre entrevistas técnicas,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,Terminar encuesta,Hasta 2,"HR, Técnica - Coding","Asincrónicos, y sin plataformas. Ejercicios de análisis. Prefiero hacerlos en mis tiempos libres",Hasta 4 horas,Creo que seguir haciendo desafíos técnicos es algo anticuado.,Responder sobre guardias,No,0.0,Neto,Responder sobre mis estudios,36,Hombre Cis,Sí,Naturgy,False,Senior,2600000.0
